NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
GREEN PAINT,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
GREEN SKUNK,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
GREENHOUSE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
GRENUDA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
GRETA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
GUARDADA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
GUMMY BEARS,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
GUNGA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HAIRY ONES,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HASH,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HAWAIIAN,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HAY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HEMP,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HERB,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HIERBA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HOLY GRAIL,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HOMEGROWN,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HOOCH,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HOJA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HUMO,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
HYDRO,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
INDIAN BOY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
INDIAN HAY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
JAMAICAN GOLD,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
JAMAICAN RED,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
JANE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
JIVE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
JOLLY GREEN,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
420,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
A-BOMB,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ACAPULCO GOLD,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ACAPULCO RED,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ACE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
AFRICAN BLACK,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
AFRICAN BUSH,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
AIRPLANE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ALFALFA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ALFOMBRA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ALICE B TOKLAS,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ALL-STAR,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ALMOHADA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ANGOLA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ANIMAL COOKIES,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ARIZONA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
ASHES,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
AUNT MARY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
AZ,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BABY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BALE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BAMBALACHACHA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BARBARA JEAN,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BARETA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BASH,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BAZOOKA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BC BUDD,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BERNIE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BHANG,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BIG PILLOWS,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BIGGY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BIONIC,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLACK BART,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLACK GOLD,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLACK MARIA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLONDIE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLUE CHEESE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLUE CRUSH,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLUE DREAM,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLUE JEANS,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLUE SAGE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BLUEBERRY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BOBO BUSH,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BOO,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BOOM,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BRANCHES,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BROCCOLI,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BUD,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BUDDA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BURRITOS VERDES,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
BUSH,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CABBAGE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CAFÃ©,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CAJITA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CALI,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CAMARA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CANADIAN BLACK,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CATNIP,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHEEBA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHERNOBYL,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHEESE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHICAGO BLACK,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHICAGO GREEN,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHIPPIE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHISTOSA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHRISTMAS TREE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHRONIC,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CHURRO,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CIGARS,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CITROL,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
COLA,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
COLORADO COCKTAIL,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
COOKIE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
COTORRITOS,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CRAZY WEED,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CREEPER BUD,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CRIPPY,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CRYING WEED,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
CULICAN,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
DANK,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
DEVIL’S LETTUCE,CANNABIS,STREET_NAME,CANNABIS,SCHEDULE I,,,
MARIJUANA CONCENTRATES/HASH OIL,MARIJUANA CONCENTRATES/HASH OIL,GENERIC_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
HASH OIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
HASH,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
710,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
BHNO,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
BHO,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
BLACK GLASS,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
BUBBLE HASH,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
BUDDER,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
BUTANE HASH OIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
BUTANE HONEY OIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
CAVIAR,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
CBD,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
CBD OIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
CRYSTALLINE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
CRUMBLE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
DABS,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
DIPPER,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
EAR WAX,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
EDIBLES,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
ENAIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
ERRL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
EXTRACT,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
FULL MELT,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
GLOB,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
GORILLA GLUE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
HEADY,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
HONEY OIL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
IWE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
ICE WATER HASH,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
KLEAR,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
LIVE RESIN,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
MOON ROCKS,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
ROSIN,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
ROSIN TECH,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
SAP,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
SAUCE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
SHATTER,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
SOLVENTLESS,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
TERP SAUCE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
THCA,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
THCA CRYSTAL,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
THCA CRYSTALLINE,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
THCA POWDER,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
TRICHROME,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
WAX,MARIJUANA CONCENTRATES/HASH OIL,STREET_NAME,MARIJUANA CONCENTRATES/HASH OIL,,,,
SYNTHETIC CANNABINOIDS,SYNTHETIC CANNABINOIDS,GENERIC_NAME,SYNTHETIC CANNABINOIDS,,,,
ABYSS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ACE OF SPADES,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
AK-47,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
AMNESIA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ATOMIC BLAST,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BIG BANG,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BLACK MAGIC SMOKE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BLACK MAMBA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
420,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BLAZE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BLISS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BLUE CHEESE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BOMBAY BLUE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BRAIN FREEZE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
BUZZ HAZE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
CHERRY BOMB,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
CHILL,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
CHROME,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
CLOCKWORK ORANGE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
CLOUD 10,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
COWBOY KUSH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
CRYSTAL SKULL,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
DEAD MAN,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
DEVIL’S VENOM,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
DR. FEEL GOOD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
DRAGON EYE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
EARTH BLEND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
EXODUS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
EXTREME,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
FAKE BAKE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
FIRE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
FRUIT CANDY FLAVORS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
FUNKY BUDDHA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
FUNKY MONKEY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
GARDEN SALAD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
GENIE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
G-FORCE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
GI JOE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
GREEN DREAM,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
GREEN PEACE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
HAMMER HEAD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
HELIX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
HIPSTER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
HYSTERIA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ICE DRAGON,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
JOKER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
JUICY LEAF,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
JUNGLE JUICE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
JUST CHILL,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
K2,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
KAOS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
KARMA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
KONG,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
KRAZY KANDY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
KRYP2NITE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
KUSH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
LAYER CAKE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
LIMITLESS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
MAD HATTER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
MILE HIGH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
MYSTIQUE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
NINJA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ODYSSEY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
OMG,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
PANDORA’S BOX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
PHOENIX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
PINEAPPLE EXPRESS,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
POSH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
POTPOURRI,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
POW,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
RAPTURE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
RED MAGIC,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
REWIND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SCOOBY SNAX,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SEXY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SKY HIGH,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SNAKE BITE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SOLAR FLARE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SPICE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SPIKE DIAMOND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
STORM,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SWEET LEAF,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SYNTHETIC MARIJUANA,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
TERRABAND,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
TIME TRAVELER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
TOP GEAR,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
TRAIN WRECK,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ULTIMATE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
VIPER,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
VOODOO CHILD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
WAZABI,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
WICKED,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
WIZARD,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
XTREME,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
YUCATAN,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
YUCATAN FIRE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ZERO GRAVITY,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ZOHAI,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
ZOMBIE,SYNTHETIC CANNABINOIDS,STREET_NAME,SYNTHETIC CANNABINOIDS,,,,
SYNTHETIC CATHINONES,SYNTHETIC CATHINONES,GENERIC_NAME,SYNTHETIC CATHINONES,,,,
BATH BLOW,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
BATH SALTS,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
BLISS,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
BLOOM,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
BLOW,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
BLUE SILK,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
BUBBLES,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
CLOUD 9,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
CLOUD NINE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
COSMIC BEAST,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
DRONE,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
ENERGY-1,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
EXPLOSION,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
FLAKKA,SYNTHETIC CATHINONES,STREET_NAME,SYNTHETIC CATHINONES,,,,
