id,name,name_type,full_generic_name,category,fda_schedule
1289,levomoramide,generic_name,levomoramide,amphetamines,schedule i
1290,pantalones,street_name,methamphetamine,amphetamines,schedule ii
1291,normorphine,generic_name,normorphine,amphetamines,schedule i
1292,patudas,street_name,methamphetamine,amphetamines,schedule ii
1293,peanut butter crank,street_name,methamphetamine,amphetamines,schedule ii
1294,pinata,street_name,methamphetamine,amphetamines,schedule ii
1295,pointy ones,street_name,methamphetamine,amphetamines,schedule ii
1296,pollito,street_name,methamphetamine,amphetamines,schedule ii
1297,popsicle,street_name,methamphetamine,amphetamines,schedule ii
1298,purple,street_name,methamphetamine,amphetamines,schedule ii
1299,raspado,street_name,methamphetamine,amphetamines,schedule ii
1300,rims,street_name,methamphetamine,amphetamines,schedule ii
1301,3-fluoromethcathinone,generic_name,3-fluoromethcathinone,amphetamines,schedule i
1302,rocket fuel,street_name,methamphetamine,amphetamines,schedule ii
1303,shabu,street_name,methamphetamine,amphetamines,schedule ii
1304,shards,street_name,methamphetamine,amphetamines,schedule ii
1305,shatter,street_name,methamphetamine,amphetamines,schedule ii
1306,shaved ice,street_name,methamphetamine,amphetamines,schedule ii
1307,shiny girl,street_name,methamphetamine,amphetamines,schedule ii
1308,small girl,street_name,methamphetamine,amphetamines,schedule ii
1309,soap dope,street_name,methamphetamine,amphetamines,schedule ii
1310,soft ones,street_name,methamphetamine,amphetamines,schedule ii
1311,speed dog,street_name,methamphetamine,amphetamines,schedule ii
1312,spicy kind,street_name,methamphetamine,amphetamines,schedule ii
1313,diethyltryptamine,generic_name,diethyltryptamine,amphetamines,schedule i
1314,spin,street_name,methamphetamine,amphetamines,schedule ii
1315,stove top,street_name,methamphetamine,amphetamines,schedule ii
1316,super ice,street_name,methamphetamine,amphetamines,schedule ii
1317,tina,street_name,methamphetamine,amphetamines,schedule ii
1318,armodafinil,generic_name,armodafinil,amphetamines,schedule iv
1319,tires,street_name,methamphetamine,amphetamines,schedule ii
1320,trash,street_name,methamphetamine,amphetamines,schedule ii
1321,tupperware,street_name,methamphetamine,amphetamines,schedule ii
1322,tweak,street_name,methamphetamine,amphetamines,schedule ii
1323,sodium oxybate,generic_name,sodium oxybate,amphetamines,schedule iii
1324,unassembled,street_name,methamphetamine,amphetamines,schedule ii
1325,uppers,street_name,methamphetamine,amphetamines,schedule ii
1326,ventanas,street_name,methamphetamine,amphetamines,schedule ii
1327,vidrio,street_name,methamphetamine,amphetamines,schedule ii
1328,walking zombie,street_name,methamphetamine,amphetamines,schedule ii
1329,wazz,street_name,methamphetamine,amphetamines,schedule ii
1330,whizz,street_name,methamphetamine,amphetamines,schedule ii
1331,witches teeth,street_name,methamphetamine,amphetamines,schedule ii
1332,2c-b,generic_name,2c-b,amphetamines,schedule i
1333,yaba,street_name,methamphetamine,amphetamines,schedule ii
1334,yellow barn,street_name,methamphetamine,amphetamines,schedule ii
1335,yellow cake,street_name,methamphetamine,amphetamines,schedule ii
1336,yellow kind,street_name,methamphetamine,amphetamines,schedule ii
1337,zip,street_name,methamphetamine,amphetamines,schedule ii
1338,accordion,street_name,methamphetamine,amphetamines,schedule ii
1339,amp,street_name,methamphetamine,amphetamines,schedule ii
1340,aqua,street_name,methamphetamine,amphetamines,schedule ii
1341,pentazocine,generic_name,pentazocine,amphetamines,schedule iv
1342,arroz,street_name,methamphetamine,amphetamines,schedule ii
1343,batu,street_name,methamphetamine,amphetamines,schedule ii
1344,allobarbital,generic_name,allobarbital,amphetamines,schedule iii
1345,begok,street_name,methamphetamine,amphetamines,schedule ii
1346,biker’s coffee,street_name,methamphetamine,amphetamines,schedule ii
1347,chlorphentermine,generic_name,chlorphentermine,amphetamines,schedule iii
1348,blue bell ice cream,street_name,methamphetamine,amphetamines,schedule ii
1349,clortermine,generic_name,clortermine,amphetamines,schedule iii
1350,beers,street_name,methamphetamine,amphetamines,schedule ii
1351,diacetyldihydromorphine,generic_name,diacetyldihydromorphine,amphetamines,schedule i
1352,bucio,street_name,methamphetamine,amphetamines,schedule ii
1353,dipropanoylmorphine,generic_name,dipropanoylmorphine,amphetamines,schedule i
1354,bud light,street_name,methamphetamine,amphetamines,schedule ii
1355,bump,street_name,methamphetamine,amphetamines,schedule ii
1356,fencamfamine,generic_name,fencamfamine,amphetamines,schedule iv
1357,cajitas,street_name,methamphetamine,amphetamines,schedule ii
1358,mibolerone,generic_name,mibolerone,amphetamines,schedule iii
1359,chalk,street_name,methamphetamine,amphetamines,schedule ii
1360,chandelier,street_name,methamphetamine,amphetamines,schedule ii
1361,nicocodeine,generic_name,nicocodeine,amphetamines,schedule i
1362,chavalone,street_name,methamphetamine,amphetamines,schedule ii
1363,nicodicodeine,generic_name,nicodicodeine,amphetamines,schedule i
1364,nicomorphine,generic_name,nicomorphine,amphetamines,schedule i
1365,chicken feed,street_name,methamphetamine,amphetamines,schedule ii
1366,parahexyl,generic_name,parahexyl,amphetamines,schedule i
1367,chicken powder,street_name,methamphetamine,amphetamines,schedule ii
1368,chris,street_name,methamphetamine,amphetamines,schedule ii
1369,christine,street_name,methamphetamine,amphetamines,schedule ii
1370,pipradrol,generic_name,pipradrol,amphetamines,schedule iv
1371,christy,street_name,methamphetamine,amphetamines,schedule ii
1372,properidine,generic_name,properidine,amphetamines,schedule i
1373,clothing cleaner,street_name,methamphetamine,amphetamines,schedule ii
1374,thebacon,generic_name,thebacon,amphetamines,schedule i
1375,alfaxalone,generic_name,alfaxalone,amphetamines,schedule iv
1376,cold one,street_name,methamphetamine,amphetamines,schedule ii
1377,colorado rockies,street_name,methamphetamine,amphetamines,schedule ii
1378,crank,street_name,methamphetamine,amphetamines,schedule ii
1379,chloralodol,generic_name,chloralodol,amphetamines,schedule iii
1380,cri-cri,street_name,methamphetamine,amphetamines,schedule ii
1381,crink,street_name,methamphetamine,amphetamines,schedule ii
1382,crisco,street_name,methamphetamine,amphetamines,schedule ii
1383,levacetylmethadol,generic_name,levacetylmethadol,amphetamines,schedule ii
1384,crissy,street_name,methamphetamine,amphetamines,schedule ii
1385,christy,street_name,methamphetamine,amphetamines,schedule ii
1386,mebutamate,generic_name,mebutamate,amphetamines,schedule iv
1387,crypto,street_name,methamphetamine,amphetamines,schedule ii
1388,cuadro,street_name,methamphetamine,amphetamines,schedule ii
1389,sulfonmethane,generic_name,sulfonmethane,amphetamines,schedule iii
1390,diamond,street_name,methamphetamine,amphetamines,schedule ii
1391,dunk,street_name,methamphetamine,amphetamines,schedule ii
1392,el gata,street_name,methamphetamine,amphetamines,schedule ii
1393,methylphenidate,generic_name,methylphenidate,amphetamine like stimulants,schedule ii
1394,ritalin,brand_name,methylphenidate,amphetamine like stimulants,schedule ii
1395,concerta,brand_name,methylphenidate,amphetamine like stimulants,schedule ii
1396,daytrana,brand_name,methylphenidate,amphetamine like stimulants,schedule ii
1397,diet coke,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1398,4'-methyl-α-pyrrolidinopropiophenone,generic_name,4'-methyl-α-pyrrolidinopropiophenone,amphetamine like stimulants,schedule i
1399,jif,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1400,flephedrone,generic_name,flephedrone,amphetamine like stimulants,schedule i
1401,kibbles and bits,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1402,kiddie cocaine,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1403,kiddie coke,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1404,mph,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1405,pineapple,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1406,isomethadone,generic_name,isomethadone,amphetamine like stimulants,schedule ii
1407,poor man’s cocaine,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1408,r-ball,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1409,25c-nbome,generic_name,25c-nbome,amphetamine like stimulants,schedule i
1410,r-pop,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1411,rids,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1412,rittys,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1413,skippy,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1414,chloral betaine,generic_name,chloral betaine,amphetamine like stimulants,schedule iv
1415,skittles,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1416,smarties,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1417,rcs-4,generic_name,rcs-4,amphetamine like stimulants,schedule i
1418,study buddies,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1419,rcs-8,generic_name,rcs-8,amphetamine like stimulants,schedule i
1420,the smart drug,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1421,truck drivers,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1422,vitamin r,street_name,methylphenidate,amphetamine like stimulants,schedule ii
1423,morphine,generic_name,morphine,opioid analgesics,schedule ii
1424,dreamer,street_name,morphine,opioid analgesics,schedule ii
1425,first line,street_name,morphine,opioid analgesics,schedule ii
1426,god’s drug,street_name,morphine,opioid analgesics,schedule ii
1427,joy juice,street_name,morphine,opioid analgesics,schedule ii
1428,miss emma,street_name,morphine,opioid analgesics,schedule ii
1429,monkey,street_name,morphine,opioid analgesics,schedule ii
1430,mister blue,street_name,morphine,opioid analgesics,schedule ii
1431,morpho,street_name,morphine,opioid analgesics,schedule ii
1432,noroxymorphone,generic_name,noroxymorphone,opioid analgesics,schedule ii
1433,unkie,street_name,morphine,opioid analgesics,schedule ii
1434,white stuff,street_name,morphine,opioid analgesics,schedule ii
1435,ah-pen-yen,street_name,opium,antidiarrheal agents,schedule ii
1436,auntie,street_name,opium,antidiarrheal agents,schedule ii
1437,aunt emma,street_name,opium,antidiarrheal agents,schedule ii
1438,big o,street_name,opium,antidiarrheal agents,schedule ii
1439,black pill,street_name,opium,antidiarrheal agents,schedule ii
1440,black russian,street_name,opium,antidiarrheal agents,schedule ii
1441,chandoo,street_name,opium,antidiarrheal agents,schedule ii
1442,chinese molasses,street_name,opium,antidiarrheal agents,schedule ii
1443,chinese tobacco,street_name,opium,antidiarrheal agents,schedule ii
1444,chocolate,street_name,opium,antidiarrheal agents,schedule ii
1445,cruz,street_name,opium,antidiarrheal agents,schedule ii
1446,dopium,street_name,opium,antidiarrheal agents,schedule ii
1447,dover’s powder,street_name,opium,antidiarrheal agents,schedule ii
1448,dream gum,street_name,opium,antidiarrheal agents,schedule ii
1449,dream stick,street_name,opium,antidiarrheal agents,schedule ii
1450,easing powder,street_name,opium,antidiarrheal agents,schedule ii
1451,fi-do-nie,street_name,opium,antidiarrheal agents,schedule ii
1452,gee,street_name,opium,antidiarrheal agents,schedule ii
1453,god’s medicine,street_name,opium,antidiarrheal agents,schedule ii
1454,goma,street_name,opium,antidiarrheal agents,schedule ii
1455,gondola,street_name,opium,antidiarrheal agents,schedule ii
1456,goric,street_name,opium,antidiarrheal agents,schedule ii
1457,great tobacco,street_name,opium,antidiarrheal agents,schedule ii
1458,gum,street_name,opium,antidiarrheal agents,schedule ii
1459,guma,street_name,opium,antidiarrheal agents,schedule ii
1460,hocus,street_name,opium,antidiarrheal agents,schedule ii
1461,hops,street_name,opium,antidiarrheal agents,schedule ii
1462,incense,street_name,opium,antidiarrheal agents,schedule ii
1463,joy plant,street_name,opium,antidiarrheal agents,schedule ii
1464,midnight oil,street_name,opium,antidiarrheal agents,schedule ii
1465,mira,street_name,opium,antidiarrheal agents,schedule ii
1466,ope,street_name,opium,antidiarrheal agents,schedule ii
1467,opio,street_name,opium,antidiarrheal agents,schedule ii
1468,pen yan,street_name,opium,antidiarrheal agents,schedule ii
1469,pin gon,street_name,opium,antidiarrheal agents,schedule ii
1470,pin yen,street_name,opium,antidiarrheal agents,schedule ii
1471,pox,street_name,opium,antidiarrheal agents,schedule ii
1472,skee,street_name,opium,antidiarrheal agents,schedule ii
1473,toxy,street_name,opium,antidiarrheal agents,schedule ii
1474,toys,street_name,opium,antidiarrheal agents,schedule ii
1475,when-shee,street_name,opium,antidiarrheal agents,schedule ii
1476,oxycodone,generic_name,oxycodone,opioid analgesics,schedule ii
1477,oxaydo,brand_name,oxycodone,opioid analgesics,schedule ii
1478,roxicodone,brand_name,oxycodone,opioid analgesics,schedule ii
1479,oxycontin,brand_name,oxycodone,opioid analgesics,schedule ii
1480,oxycodone,brand_name,oxycodone,opioid analgesics,schedule ii
1481,30s,street_name,oxycodone,opioid analgesics,schedule ii
1482,40s,street_name,oxycodone,opioid analgesics,schedule ii
1483,512s,street_name,oxycodone,opioid analgesics,schedule ii
1484,beans,street_name,oxycodone,opioid analgesics,schedule ii
1485,berries,street_name,oxycodone,opioid analgesics,schedule ii
1486,buttons,street_name,oxycodone,opioid analgesics,schedule ii
1487,greens,street_name,oxycodone,opioid analgesics,schedule ii
1488,hillbilly heroin,street_name,oxycodone,opioid analgesics,schedule ii
1489,kickers,street_name,oxycodone,opioid analgesics,schedule ii
1490,killers,street_name,oxycodone,opioid analgesics,schedule ii
1491,muchachas,street_name,oxycodone,opioid analgesics,schedule ii
1492,mujeres,street_name,oxycodone,opioid analgesics,schedule ii
1493,oc,street_name,oxycodone,opioid analgesics,schedule ii
1494,oxy,street_name,oxycodone,opioid analgesics,schedule ii
1495,oxycet,street_name,oxycodone,opioid analgesics,schedule ii
1496,oxycotton,street_name,oxycodone,opioid analgesics,schedule ii
1497,oxy 80s,street_name,oxycodone,opioid analgesics,schedule ii
1498,ozone,street_name,oxycodone,opioid analgesics,schedule ii
1499,roxy,street_name,oxycodone,opioid analgesics,schedule ii
1500,roxy shorts,street_name,oxycodone,opioid analgesics,schedule ii
1501,oxycat,street_name,oxycodone,opioid analgesics,schedule ii
1502,u-47700,generic_name,u-47700,,
1503,pink heroin,street_name,u-47700,,
1504,pinky,street_name,u-47700,,
1505,u4,street_name,u-47700,,
1506,cannabis,generic_name,cannabis,,schedule i
1507,marijuana,street_name,cannabis,,schedule i
1508,peliroja,street_name,cannabis,,schedule i
1509,pelosa,street_name,cannabis,,schedule i
1510,phoenix,street_name,cannabis,,schedule i
1511,pine,street_name,cannabis,,schedule i
1512,pink panther,street_name,cannabis,,schedule i
1513,pintura,street_name,cannabis,,schedule i
1514,platinum cookies,street_name,cannabis,,schedule i
1515,platinum jack,street_name,cannabis,,schedule i
1516,pocket rocket,street_name,cannabis,,schedule i
1517,popcorn,street_name,cannabis,,schedule i
1518,porro,street_name,cannabis,,schedule i
1519,pretendo,street_name,cannabis,,schedule i
1520,prop 215,street_name,cannabis,,schedule i
1521,puff,street_name,cannabis,,schedule i
1522,purple haze,street_name,cannabis,,schedule i
1523,purple og,street_name,cannabis,,schedule i
1524,queen anns lace,street_name,cannabis,,schedule i
1525,red hair,street_name,cannabis,,schedule i
1526,ragweed,street_name,cannabis,,schedule i
1527,railroad weed,street_name,cannabis,,schedule i
1528,rainy day woman,street_name,cannabis,,schedule i
1529,rasta weed,street_name,cannabis,,schedule i
1530,red cross,street_name,cannabis,,schedule i
1531,red dirt,street_name,cannabis,,schedule i
1532,reefer,street_name,cannabis,,schedule i
1533,reggie,street_name,cannabis,,schedule i
1534,repollo,street_name,cannabis,,schedule i
1535,righteous bush,street_name,cannabis,,schedule i
1536,rosa maria,street_name,cannabis,,schedule i
1537,salt and pepper,street_name,cannabis,,schedule i
1538,santa marta,street_name,cannabis,,schedule i
1539,sasafras,street_name,cannabis,,schedule i
1540,sativa,street_name,cannabis,,schedule i
1541,sinsemilla,street_name,cannabis,,schedule i
1542,shmagma,street_name,cannabis,,schedule i
1543,shora,street_name,cannabis,,schedule i
1544,shrimp,street_name,cannabis,,schedule i
1545,shwag,street_name,cannabis,,schedule i
1546,skunk,street_name,cannabis,,schedule i
1547,skywalker,street_name,cannabis,,schedule i
1548,smoochy woochy poochy,street_name,cannabis,,schedule i
1549,smoke canada,street_name,cannabis,,schedule i
1550,sour og,street_name,cannabis,,schedule i
1551,spliff,street_name,cannabis,,schedule i
1552,sticky,street_name,cannabis,,schedule i
1553,stink weed,street_name,cannabis,,schedule i
1554,sugar weed,street_name,cannabis,,schedule i
1555,sweet lucy,street_name,cannabis,,schedule i
1556,tahoe,street_name,cannabis,,schedule i
1557,tangy og,street_name,cannabis,,schedule i
1558,terp,street_name,cannabis,,schedule i
1559,terpenes,street_name,cannabis,,schedule i
1560,tex-mex,street_name,cannabis,,schedule i
1561,texas tea,street_name,cannabis,,schedule i
1562,tigitty,street_name,cannabis,,schedule i
1563,tila,street_name,cannabis,,schedule i
1564,tims,street_name,cannabis,,schedule i
1565,top shelf,street_name,cannabis,,schedule i
1566,tosca,street_name,cannabis,,schedule i
1567,train wreck,street_name,cannabis,,schedule i
1568,trinity og,street_name,cannabis,,schedule i
1569,tweeds,street_name,cannabis,,schedule i
1570,valle,street_name,cannabis,,schedule i
1571,wake and bake,street_name,cannabis,,schedule i
1572,weed,street_name,cannabis,,schedule i
1573,weed tea,street_name,cannabis,,schedule i
1574,wheat,street_name,cannabis,,schedule i
1575,white-haired lady,street_name,cannabis,,schedule i
1576,wooz,street_name,cannabis,,schedule i
1577,yellow submarine,street_name,cannabis,,schedule i
1578,yen pop,street_name,cannabis,,schedule i
1579,yerba,street_name,cannabis,,schedule i
1580,yesca,street_name,cannabis,,schedule i
1581,young girls,street_name,cannabis,,schedule i
1582,zacate,street_name,cannabis,,schedule i
1583,zacatecas,street_name,cannabis,,schedule i
1584,zambi,street_name,cannabis,,schedule i
1585,zip,street_name,cannabis,,schedule i
1586,zoom,street_name,cannabis,,schedule i
1587,jon-jem,street_name,cannabis,,schedule i
1588,joy smoke,street_name,cannabis,,schedule i
1589,juan valdez,street_name,cannabis,,schedule i
1590,jungle juice,street_name,cannabis,,schedule i
1591,kaff,street_name,cannabis,,schedule i
1592,kali,street_name,cannabis,,schedule i
1593,kaya,street_name,cannabis,,schedule i
1594,kb,street_name,cannabis,,schedule i
1595,kentucky blue,street_name,cannabis,,schedule i
1596,kgb,street_name,cannabis,,schedule i
1597,khalifa,street_name,cannabis,,schedule i
1598,kiff,street_name,cannabis,,schedule i
1599,killa,street_name,cannabis,,schedule i
1600,kilter,street_name,cannabis,,schedule i
1601,king louie,street_name,cannabis,,schedule i
1602,kona gold,street_name,cannabis,,schedule i
1603,kumba,street_name,cannabis,,schedule i
1604,kush,street_name,cannabis,,schedule i
1605,laughing grass,street_name,cannabis,,schedule i
1606,laughing weed,street_name,cannabis,,schedule i
1607,leaf,street_name,cannabis,,schedule i
1608,lechuga,street_name,cannabis,,schedule i
1609,lemon-lime,street_name,cannabis,,schedule i
1610,lea,street_name,cannabis,,schedule i
1611,liamba,street_name,cannabis,,schedule i
1612,lime pillows,street_name,cannabis,,schedule i
1613,little green friends,street_name,cannabis,,schedule i
1614,little smoke,street_name,cannabis,,schedule i
1615,llesca,street_name,cannabis,,schedule i
1616,loaf,street_name,cannabis,,schedule i
1617,lobo,street_name,cannabis,,schedule i
1618,loco weed,street_name,cannabis,,schedule i
1619,love nuggets,street_name,cannabis,,schedule i
1620,love weed,street_name,cannabis,,schedule i
1621,lucas,street_name,cannabis,,schedule i
1622,m.j.,street_name,cannabis,,schedule i
1623,macoa,street_name,cannabis,,schedule i
1624,mafafa,street_name,cannabis,,schedule i
1625,magic smoke,street_name,cannabis,,schedule i
1626,manhattan silver,street_name,cannabis,,schedule i
1627,manteca,street_name,cannabis,,schedule i
1628,maracachafa,street_name,cannabis,,schedule i
1629,maria,street_name,cannabis,,schedule i
1630,marimba,street_name,cannabis,,schedule i
1631,mariquita,street_name,cannabis,,schedule i
1632,mary ann,street_name,cannabis,,schedule i
1633,mary jane,street_name,cannabis,,schedule i
1634,mary jones,street_name,cannabis,,schedule i
1635,mary warner,street_name,cannabis,,schedule i
1636,mary weaver,street_name,cannabis,,schedule i
1637,matchbox,street_name,cannabis,,schedule i
1638,matraca,street_name,cannabis,,schedule i
1639,maui wowie,street_name,cannabis,,schedule i
1640,meg,street_name,cannabis,,schedule i
1641,mersh,street_name,cannabis,,schedule i
1642,mexican brown,street_name,cannabis,,schedule i
1643,mexicali haze,street_name,cannabis,,schedule i
1644,mexican green,street_name,cannabis,,schedule i
1645,mexican red,street_name,cannabis,,schedule i
1646,mmj,street_name,cannabis,,schedule i
1647,mochie,street_name,cannabis,,schedule i
1648,moã±a,street_name,cannabis,,schedule i
1649,monte,street_name,cannabis,,schedule i
1650,moocah,street_name,cannabis,,schedule i
1651,mootie,street_name,cannabis,,schedule i
1652,mora,street_name,cannabis,,schedule i
1653,morisqueta,street_name,cannabis,,schedule i
1654,mostaza,street_name,cannabis,,schedule i
1655,mota,street_name,cannabis,,schedule i
1656,mowing the lawn,street_name,cannabis,,schedule i
1657,muggie,street_name,cannabis,,schedule i
1658,my brother,street_name,cannabis,,schedule i
1659,narizona,street_name,cannabis,,schedule i
1660,northern lights,street_name,cannabis,,schedule i
1661,nug,street_name,cannabis,,schedule i
1662,o-boy,street_name,cannabis,,schedule i
1663,og,street_name,cannabis,,schedule i
1664,o.j.,street_name,cannabis,,schedule i
1665,owl,street_name,cannabis,,schedule i
1666,paja,street_name,cannabis,,schedule i
1667,paloma,street_name,cannabis,,schedule i
1668,palomita,street_name,cannabis,,schedule i
1669,panama cut,street_name,cannabis,,schedule i
1670,panama gold,street_name,cannabis,,schedule i
1671,panama red,street_name,cannabis,,schedule i
1672,pakalolo,street_name,cannabis,,schedule i
1673,parsley,street_name,cannabis,,schedule i
1674,pasto,street_name,cannabis,,schedule i
1675,pasture,street_name,cannabis,,schedule i
1676,dew,street_name,cannabis,,schedule i
1677,diesel,street_name,cannabis,,schedule i
1678,dimba,street_name,cannabis,,schedule i
1679,dinkie dow,street_name,cannabis,,schedule i
1680,diosa verde,street_name,cannabis,,schedule i
1681,dirt grass,street_name,cannabis,,schedule i
1682,ditch weed,street_name,cannabis,,schedule i
1683,dizz,street_name,cannabis,,schedule i
1684,djamba,street_name,cannabis,,schedule i
1685,dody,street_name,cannabis,,schedule i
1686,dojo,street_name,cannabis,,schedule i
1687,donna juana,street_name,cannabis,,schedule i
1688,doobie,street_name,cannabis,,schedule i
1689,downtown brown,street_name,cannabis,,schedule i
1690,drag weed,street_name,cannabis,,schedule i
1691,dro,street_name,cannabis,,schedule i
1692,droski,street_name,cannabis,,schedule i
1693,dry high,street_name,cannabis,,schedule i
1694,elefante pata,street_name,cannabis,,schedule i
1695,endo,street_name,cannabis,,schedule i
1696,escoba,street_name,cannabis,,schedule i
1697,fattie,street_name,cannabis,,schedule i
1698,fine stuff,street_name,cannabis,,schedule i
1699,flower tops,street_name,cannabis,,schedule i
1700,fluffy,street_name,cannabis,,schedule i
1701,fuzzy lady,street_name,cannabis,,schedule i
1702,gallina,street_name,cannabis,,schedule i
1703,gallito,street_name,cannabis,,schedule i
1704,garifa,street_name,cannabis,,schedule i
1705,gauge,street_name,cannabis,,schedule i
1706,gangster,street_name,cannabis,,schedule i
1707,ganja,street_name,cannabis,,schedule i
1708,gash,street_name,cannabis,,schedule i
1709,gato,street_name,cannabis,,schedule i
1710,ghana,street_name,cannabis,,schedule i
1711,gigi,street_name,cannabis,,schedule i
1712,giggle smoke,street_name,cannabis,,schedule i
1713,giggle weed,street_name,cannabis,,schedule i
1714,girl scout cookies,street_name,cannabis,,schedule i
1715,gloria,street_name,cannabis,,schedule i
1716,gold leaf,street_name,cannabis,,schedule i
1717,gold star,street_name,cannabis,,schedule i
1718,gong,street_name,cannabis,,schedule i
1719,good giggles,street_name,cannabis,,schedule i
1720,gorilla,street_name,cannabis,,schedule i
1721,gorilla glue,street_name,cannabis,,schedule i
1722,grand daddy purp,street_name,cannabis,,schedule i
1723,grasshopper,street_name,cannabis,,schedule i
1724,green crack,street_name,cannabis,,schedule i
1725,green-eyed girl,street_name,cannabis,,schedule i
1726,green eyes,street_name,cannabis,,schedule i
1727,green goblin,street_name,cannabis,,schedule i
1728,green goddess,street_name,cannabis,,schedule i
1729,green mercedes benz,street_name,cannabis,,schedule i
1730,green paint,street_name,cannabis,,schedule i
1731,green skunk,street_name,cannabis,,schedule i
1732,greenhouse,street_name,cannabis,,schedule i
1733,grenuda,street_name,cannabis,,schedule i
1734,greta,street_name,cannabis,,schedule i
1735,guardada,street_name,cannabis,,schedule i
1736,gummy bears,street_name,cannabis,,schedule i
1737,gunga,street_name,cannabis,,schedule i
1738,hairy ones,street_name,cannabis,,schedule i
1739,hash,street_name,cannabis,,schedule i
1740,hawaiian,street_name,cannabis,,schedule i
1741,hemp,street_name,cannabis,,schedule i
1742,herb,street_name,cannabis,,schedule i
1743,hierba,street_name,cannabis,,schedule i
1744,holy grail,street_name,cannabis,,schedule i
1745,homegrown,street_name,cannabis,,schedule i
1746,hooch,street_name,cannabis,,schedule i
1747,hoja,street_name,cannabis,,schedule i
1748,humo,street_name,cannabis,,schedule i
1749,hydro,street_name,cannabis,,schedule i
1750,indian boy,street_name,cannabis,,schedule i
1751,indian hay,street_name,cannabis,,schedule i
1752,jamaican gold,street_name,cannabis,,schedule i
1753,jamaican red,street_name,cannabis,,schedule i
1754,jive,street_name,cannabis,,schedule i
1755,jolly green,street_name,cannabis,,schedule i
1756,420,street_name,cannabis,,schedule i
1757,a-bomb,street_name,cannabis,,schedule i
1758,acapulco gold,street_name,cannabis,,schedule i
1759,acapulco red,street_name,cannabis,,schedule i
1760,african black,street_name,cannabis,,schedule i
1761,african bush,street_name,cannabis,,schedule i
1762,airplane,street_name,cannabis,,schedule i
1763,alfalfa,street_name,cannabis,,schedule i
1764,alfombra,street_name,cannabis,,schedule i
1765,alice b toklas,street_name,cannabis,,schedule i
1766,all-star,street_name,cannabis,,schedule i
1767,almohada,street_name,cannabis,,schedule i
1768,angola,street_name,cannabis,,schedule i
1769,animal cookies,street_name,cannabis,,schedule i
1770,arizona,street_name,cannabis,,schedule i
1771,ashes,street_name,cannabis,,schedule i
1772,aunt mary,street_name,cannabis,,schedule i
1773,az,street_name,cannabis,,schedule i
1774,bale,street_name,cannabis,,schedule i
1775,bambalachacha,street_name,cannabis,,schedule i
1776,barbara jean,street_name,cannabis,,schedule i
1777,bareta,street_name,cannabis,,schedule i
1778,bash,street_name,cannabis,,schedule i
1779,bazooka,street_name,cannabis,,schedule i
1780,bc budd,street_name,cannabis,,schedule i
1781,bernie,street_name,cannabis,,schedule i
1782,bhang,street_name,cannabis,,schedule i
1783,big pillows,street_name,cannabis,,schedule i
1784,biggy,street_name,cannabis,,schedule i
1785,bionic,street_name,cannabis,,schedule i
1786,black bart,street_name,cannabis,,schedule i
1787,black gold,street_name,cannabis,,schedule i
1788,black maria,street_name,cannabis,,schedule i
1789,blondie,street_name,cannabis,,schedule i
1790,blue cheese,street_name,cannabis,,schedule i
1791,blue crush,street_name,cannabis,,schedule i
1792,blue dream,street_name,cannabis,,schedule i
1793,blue jeans,street_name,cannabis,,schedule i
1794,blue sage,street_name,cannabis,,schedule i
1795,blueberry,street_name,cannabis,,schedule i
1796,bobo bush,street_name,cannabis,,schedule i
1797,boo,street_name,cannabis,,schedule i
1798,boom,street_name,cannabis,,schedule i
1799,broccoli,street_name,cannabis,,schedule i
1800,bud,street_name,cannabis,,schedule i
1801,budda,street_name,cannabis,,schedule i
1802,burritos verdes,street_name,cannabis,,schedule i
1803,bush,street_name,cannabis,,schedule i
1804,cabbage,street_name,cannabis,,schedule i
1805,cafã©,street_name,cannabis,,schedule i
1806,cajita,street_name,cannabis,,schedule i
1807,cali,street_name,cannabis,,schedule i
1808,camara,street_name,cannabis,,schedule i
1809,canadian black,street_name,cannabis,,schedule i
1810,catnip,street_name,cannabis,,schedule i
1811,cheeba,street_name,cannabis,,schedule i
1812,chernobyl,street_name,cannabis,,schedule i
1813,cheese,street_name,cannabis,,schedule i
1814,chicago black,street_name,cannabis,,schedule i
1815,chicago green,street_name,cannabis,,schedule i
